105,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,107
127,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,129
127,128,23,23,128,128,128,23,128,128,23,23,23,23,23,128,23,23,23,129
127,23,128,128,128,128,23,128,23,128,23,128,23,128,23,128,23,128,128,129
127,23,128,23,128,128,23,23,23,128,23,128,23,128,23,128,23,23,128,129
127,23,128,128,23,128,23,128,23,128,23,128,23,128,23,128,23,128,128,129
127,128,23,23,128,128,23,128,23,128,23,128,23,128,23,128,23,23,23,129
127,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,129
127,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,129
127,128,23,23,128,128,23,128,128,128,23,128,23,23,23,128,23,23,23,129
127,23,128,128,23,128,23,128,128,128,23,128,23,128,128,128,23,128,23,129
127,23,128,128,23,128,128,23,128,23,128,128,23,23,128,128,23,23,128,129
127,23,128,128,23,128,128,23,128,23,128,128,23,128,128,128,23,128,23,129
127,128,23,23,128,128,128,128,23,128,128,128,23,23,23,128,23,128,23,129
127,128,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,128,129
127,129,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,127,129
127,129,123,124,117,117,117,117,117,117,117,117,117,117,117,117,216,217,127,129
127,129,145,146,117,117,117,117,117,117,117,117,117,117,117,117,238,239,127,129
127,128,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,128,129
149,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,151
